TransactionID,Date,Time,DayOfWeek,MonthName,ItemSold,QuantitySold,MetalType,Weight,Cost,Profit,DiscountApplied,SalePrice,ProfitMarginPercentage,PaymentMethod,CustomerID,Age,Gender,SalesAssociate
TRX003333,2024-07-02,16:45:59,Tuesday,July,Earrings,2,Silver,2.68,2.28,6.84,0.29,13.10,474.561404,Cash,CUST00289,35,Non-binary,Joseph
TRX003334,2024-07-02,12:09:50,Tuesday,July,Bracelet,1,Silver,26.04,22.13,66.39,3.92,62.47,182.286489,Cash,CUST00004,62,"Prefer not to say",Olivia
TRX003335,2024-07-02,15:29:08,Tuesday,July,Ring,1,Silver,6.17,5.24,15.72,0.88,14.85,183.396947,Card,CUST00489,31,Female,Joseph
TRX003336,2024-07-02,11:28:05,Tuesday,July,Ring,1,Silver,2.63,2.23,6.70,0.41,6.29,182.062780,Cash,CUST00095,34,"Prefer not to say",Olivia
TRX003337,2024-07-02,11:21:17,Tuesday,July,Necklace,1,Silver,8.90,7.57,22.70,0.77,21.93,189.696169,Card,CUST00101,46,"Prefer not to say",Joseph
TRX003338,2024-07-02,14:09:26,Tuesday,July,Pendant,1,Silver,6.82,5.80,17.40,0.93,16.47,183.965517,Cash,CUST00314,33,Non-binary,Chilli
TRX003339,2024-07-02,12:09:28,Tuesday,July,Earrings,1,Silver,1.05,0.89,2.68,0.16,2.52,183.146067,Card,CUST00469,64,Non-binary,Olivia
TRX003340,2024-07-02,17:28:38,Tuesday,July,Chain,2,Silver,11.69,9.94,29.81,1.69,56.25,465.895372,Card,CUST00358,47,"Prefer not to say",Habib
TRX003341,2024-07-02,15:22:37,Tuesday,July,Earrings,1,"9kt Gold",1.71,47.11,70.67,3.65,67.02,42.262789,Card,CUST00286,43,"Prefer not to say",Chilli
TRX003342,2024-07-02,14:38:17,Tuesday,July,Necklace,1,Silver,4.26,3.62,10.87,0.55,10.32,185.082873,Cash,CUST00021,42,Male,Olivia
TRX003343,2024-07-02,11:42:14,Tuesday,July,Ring,1,Silver,4.10,3.48,10.45,0.69,9.76,180.459770,Card,CUST00198,41,Non-binary,Joseph
TRX003344,2024-07-02,17:57:32,Tuesday,July,Chain,1,Silver,15.22,12.94,38.81,2.08,36.73,183.848532,Card,CUST00334,34,Non-binary,Joseph
TRX003345,2024-07-02,12:15:59,Tuesday,July,Chain,1,Silver,22.80,19.38,58.15,4.01,54.14,179.360165,Card,CUST00154,29,Non-binary,Joseph
TRX003346,2024-07-02,09:25:48,Tuesday,July,Earrings,1,Silver,1.91,1.62,4.87,0.20,4.68,188.888889,Cash,CUST00073,52,Male,Olivia
TRX003347,2024-07-02,17:36:28,Tuesday,July,Chain,3,Silver,21.14,17.97,53.91,3.02,152.68,749.638286,Cash,CUST00421,18,Non-binary,Habib
TRX003348,2024-07-02,18:19:47,Tuesday,July,Necklace,1,Silver,6.83,5.81,17.42,0.39,17.03,193.115318,Card,CUST00485,63,"Prefer not to say",Habib
TRX003349,2024-07-02,09:20:04,Tuesday,July,Bracelet,1,Silver,8.04,6.84,20.51,0.84,19.67,187.573099,Cash,CUST00026,48,"Prefer not to say",Joseph
TRX003350,2024-07-02,19:02:03,Tuesday,July,Bracelet,1,Silver,10.17,8.64,25.92,2.06,23.87,176.273148,Card,CUST00116,28,Non-binary,Joseph
TRX003351,2024-07-03,12:09:26,Wednesday,July,Pendant,1,Silver,8.33,7.08,21.24,1.60,19.64,177.401130,Cash,CUST00417,40,Non-binary,Joseph
TRX003352,2024-07-03,12:18:22,Wednesday,July,Bracelet,3,Silver,6.24,5.31,15.92,0.73,45.59,758.568738,Card,CUST00170,28,Male,Joseph
TRX003353,2024-07-03,19:28:56,Wednesday,July,Ring,1,Silver,5.81,4.94,14.81,0.89,13.93,181.983806,Card,CUST00198,41,Non-binary,Olivia
TRX003354,2024-07-03,16:40:49,Wednesday,July,Pendant,1,Silver,5.16,4.39,13.16,0.98,12.18,177.448747,Card,CUST00292,33,Non-binary,Joseph
TRX003355,2024-07-03,11:38:05,Wednesday,July,Necklace,1,Silver,8.25,7.01,21.04,0.98,20.06,186.162625,Cash,CUST00149,39,Male,Chilli
TRX003356,2024-07-03,16:07:10,Wednesday,July,Ring,1,"18kt Gold",1.14,63.00,94.51,4.48,90.03,42.904762,Card,CUST00284,37,Female,Chilli
TRX003357,2024-07-03,09:31:42,Wednesday,July,Earrings,1,Silver,1.14,0.97,2.90,0.07,2.83,191.752577,Cash,CUST00279,38,Male,Chilli
TRX003358,2024-07-03,14:28:30,Wednesday,July,Necklace,1,Silver,9.24,7.86,23.57,0.99,22.57,187.150127,Cash,CUST00297,38,Female,Joseph
TRX003359,2024-07-03,13:43:42,Wednesday,July,Pendant,1,Silver,9.25,7.86,23.58,0.66,22.92,191.603053,Card,CUST00141,52,Male,Joseph
TRX003360,2024-07-03,19:05:11,Wednesday,July,Pendant,2,Silver,7.57,6.44,19.32,0.57,37.49,482.142857,Cash,CUST00261,35,Female,Olivia
TRX003361,2024-07-03,09:06:28,Wednesday,July,Bracelet,1,Silver,3.07,2.61,7.82,0.23,7.60,191.187739,Cash,CUST00423,50,Female,Habib
TRX003362,2024-07-03,14:21:32,Wednesday,July,Ring,1,Silver,6.96,5.92,17.76,0.93,16.83,184.290541,Cash,CUST00111,29,Female,Chilli
TRX003363,2024-07-03,09:04:58,Wednesday,July,Chain,1,Silver,12.03,10.22,30.67,1.76,28.91,182.876712,Cash,CUST00076,50,Female,Habib
TRX003364,2024-07-03,13:14:52,Wednesday,July,Ring,1,Silver,6.87,5.84,17.52,0.95,16.57,183.732877,Cash,CUST00054,41,Non-binary,Habib
TRX003365,2024-07-03,15:50:33,Wednesday,July,Ring,1,Silver,5.44,4.62,13.87,0.37,13.50,192.207792,Card,CUST00147,69,Female,Olivia
TRX003366,2024-07-03,16:49:20,Wednesday,July,Earrings,1,Silver,2.01,1.71,5.12,0.21,4.91,187.134503,Cash,CUST00272,23,Male,Olivia
TRX003367,2024-07-03,11:48:19,Wednesday,July,Chain,1,Silver,10.38,8.82,26.47,0.92,25.55,189.682540,Card,CUST00170,28,Male,Habib
TRX003368,2024-07-03,16:33:04,Wednesday,July,Pendant,1,Silver,4.65,3.95,11.86,0.85,11.01,178.734177,Cash,CUST00058,53,"Prefer not to say",Joseph
TRX003369,2024-07-03,19:47:55,Wednesday,July,Chain,1,Silver,8.02,6.82,20.45,0.61,19.85,191.055718,Cash,CUST00468,26,Male,Joseph
TRX003370,2024-07-04,17:12:35,Thursday,July,Earrings,3,Silver,1.65,1.40,4.19,0.18,12.05,760.714286,Card,CUST00449,58,Female,Habib
TRX003371,2024-07-04,12:17:59,Thursday,July,Earrings,1,Silver,2.75,2.34,7.01,0.46,6.55,179.914530,Card,CUST00156,43,"Prefer not to say",Joseph
TRX003372,2024-07-04,14:56:39,Thursday,July,Ring,1,Silver,2.42,2.06,6.17,0.45,5.72,177.669903,Card,CUST00097,47,Female,Joseph
TRX003373,2024-07-04,19:44:38,Thursday,July,Earrings,3,Silver,2.67,2.27,6.80,0.44,19.09,740.969163,Card,CUST00223,35,"Prefer not to say",Habib
TRX003374,2024-07-04,17:45:53,Thursday,July,Earrings,1,Silver,2.62,2.23,6.68,0.24,6.44,188.789238,Card,CUST00150,37,Non-binary,Chilli
TRX003375,2024-07-04,10:33:19,Thursday,July,Earrings,1,Silver,1.34,1.14,3.42,0.17,3.25,185.087719,Cash,CUST00313,34,Non-binary,Chilli
TRX003376,2024-07-04,09:46:47,Thursday,July,Chain,1,Silver,9.70,8.25,24.75,1.50,23.25,181.818182,Cash,CUST00006,51,Male,Joseph
TRX003377,2024-07-04,14:09:29,Thursday,July,Earrings,2,Silver,2.93,2.49,7.48,0.29,14.40,478.313253,Cash,CUST00438,33,"Prefer not to say",Chilli
TRX003378,2024-07-04,14:36:39,Thursday,July,Ring,1,Silver,6.34,5.39,16.16,1.08,15.08,179.777365,Cash,CUST00129,47,Male,Habib
TRX003379,2024-07-04,17:52:34,Thursday,July,Earrings,1,Silver,2.56,2.18,6.54,0.39,6.15,182.110092,Card,CUST00305,38,"Prefer not to say",Habib
TRX003380,2024-07-04,16:24:54,Thursday,July,Earrings,1,Silver,2.82,2.39,7.18,0.38,6.80,184.518828,Card,CUST00084,50,Male,Habib
TRX003381,2024-07-04,14:03:41,Thursday,July,Pendant,1,Silver,8.51,7.24,21.71,1.00,20.70,185.911602,Card,CUST00260,42,"Prefer not to say",Olivia
TRX003382,2024-07-04,15:22:25,Thursday,July,Ring,1,Silver,2.76,2.34,7.03,0.49,6.54,179.487179,Cash,CUST00179,27,Male,Habib
TRX003383,2024-07-04,17:24:31,Thursday,July,Necklace,3,Silver,3.53,3.00,9.00,0.61,25.17,739.000000,Card,CUST00434,33,Female,Habib
TRX003384,2024-07-04,12:22:49,Thursday,July,Bracelet,1,Silver,26.18,22.25,66.75,1.42,65.32,193.573034,Cash,CUST00499,49,"Prefer not to say",Olivia
TRX003385,2024-07-04,14:05:46,Thursday,July,Bracelet,1,Silver,27.20,23.12,69.37,2.47,66.90,189.359862,Card,CUST00452,54,Male,Chilli
TRX003386,2024-07-04,19:00:27,Thursday,July,Chain,1,"24kt Gold",24.94,1835.65,2753.48,193.51,2559.97,39.458502,Card,CUST00205,20,Female,Joseph
TRX003387,2024-07-05,19:34:38,Friday,July,Ring,1,Silver,1.77,1.50,4.50,0.20,4.30,186.666667,Card,CUST00221,29,Non-binary,Habib
TRX003388,2024-07-05,13:51:14,Friday,July,Bracelet,1,Silver,10.61,9.02,27.06,1.35,25.71,185.033259,Cash,CUST00167,58,"Prefer not to say",Olivia
TRX003389,2024-07-05,12:29:18,Friday,July,Necklace,1,Silver,8.93,7.59,22.77,1.00,21.77,186.824769,Cash,CUST00207,61,"Prefer not to say",Joseph
TRX003390,2024-07-05,14:11:41,Friday,July,Bracelet,1,Silver,24.43,20.77,62.30,3.25,59.06,184.352431,Cash,CUST00016,52,Non-binary,Chilli
TRX003391,2024-07-05,11:57:06,Friday,July,Earrings,1,Silver,1.07,0.91,2.74,0.14,2.60,185.714286,Cash,CUST00186,25,Female,Olivia
TRX003392,2024-07-05,19:51:13,Friday,July,Pendant,1,Silver,2.42,2.06,6.18,0.21,5.97,189.805825,Card,CUST00047,35,Male,Habib
TRX003393,2024-07-05,15:30:12,Friday,July,Chain,1,Silver,22.09,18.78,56.33,1.00,55.33,194.621938,Card,CUST00304,32,Male,Habib
TRX003394,2024-07-05,12:45:52,Friday,July,Bracelet,1,Silver,14.38,12.22,36.67,1.87,34.80,184.779051,Cash,CUST00068,53,Non-binary,Habib
TRX003395,2024-07-05,12:01:56,Friday,July,Ring,1,Silver,2.46,2.09,6.28,0.25,6.03,188.516746,Card,CUST00456,43,"Prefer not to say",Habib
TRX003396,2024-07-05,18:04:44,Friday,July,Ring,1,Silver,4.61,3.92,11.76,0.54,11.22,186.224490,Card,CUST00416,31,Non-binary,Chilli
TRX003397,2024-07-05,09:22:50,Friday,July,Necklace,1,Silver,8.80,7.48,22.44,1.58,20.86,178.877005,Card,CUST00462,29,"Prefer not to say",Joseph
TRX003398,2024-07-05,13:49:09,Friday,July,Earrings,1,Silver,2.44,2.08,6.23,0.07,6.16,196.153846,Cash,CUST00406,47,Male,Chilli
TRX003399,2024-07-05,13:19:04,Friday,July,Chain,1,Silver,18.68,15.88,47.63,0.95,46.69,194.017632,Cash,CUST00147,69,Female,Olivia
TRX003400,2024-07-05,10:21:08,Friday,July,Necklace,1,Silver,10.65,9.05,27.16,1.72,25.44,181.104972,Cash,CUST00322,33,Male,Olivia
TRX003401,2024-07-05,16:31:14,Friday,July,Earrings,2,Silver,1.97,1.68,5.03,0.07,9.92,490.476190,Cash,CUST00453,49,Female,Olivia
TRX003402,2024-07-05,11:06:08,Friday,July,Earrings,1,Silver,2.83,2.41,7.22,0.29,6.93,187.551867,Cash,CUST00457,51,Male,Olivia
TRX003403,2024-07-05,11:17:30,Friday,July,Pendant,1,Silver,10.94,9.30,27.90,1.66,26.25,182.258065,Cash,CUST00234,34,"Prefer not to say",Olivia
TRX003404,2024-07-05,09:44:40,Friday,July,Chain,1,Silver,8.40,7.14,21.41,1.67,19.74,176.470588,Card,CUST00038,41,Non-binary,Joseph
TRX003405,2024-07-05,18:10:56,Friday,July,Earrings,1,Silver,1.93,1.64,4.91,0.16,4.76,190.243902,Card,CUST00471,28,Non-binary,Olivia
TRX003406,2024-07-05,19:30:26,Friday,July,Necklace,1,Silver,11.51,9.78,29.35,1.39,27.96,185.889571,Cash,CUST00321,54,"Prefer not to say",Olivia
TRX003407,2024-07-05,19:59:05,Friday,July,Necklace,1,Silver,7.66,6.51,19.54,0.91,18.63,186.175115,Cash,CUST00204,28,Non-binary,Olivia
TRX003408,2024-07-05,18:03:59,Friday,July,Necklace,1,Silver,11.26,9.57,28.70,0.83,27.87,191.222571,Cash,CUST00267,57,Female,Chilli
TRX003409,2024-07-05,11:03:37,Friday,July,Ring,1,Silver,5.92,5.04,15.11,0.73,14.37,185.119048,Cash,CUST00280,54,"Prefer not to say",Habib
TRX003410,2024-07-05,10:51:13,Friday,July,Pendant,1,Silver,8.46,7.19,21.57,0.49,21.08,193.184979,Card,CUST00485,63,"Prefer not to say",Joseph
TRX003411,2024-07-05,09:15:05,Friday,July,Chain,1,Silver,28.76,24.44,73.33,3.32,70.01,186.456628,Cash,CUST00473,55,Female,Habib
TRX003412,2024-07-05,15:44:35,Friday,July,Bracelet,2,Silver,5.61,4.77,14.30,0.55,27.50,476.519916,Cash,CUST00365,42,Female,Chilli
TRX003413,2024-07-05,10:38:26,Friday,July,Chain,1,Silver,10.35,8.80,26.39,1.41,24.98,183.863636,Cash,CUST00327,41,"Prefer not to say",Habib
TRX003414,2024-07-05,10:00:27,Friday,July,Earrings,2,Silver,1.07,0.91,2.72,0.16,5.13,463.736264,Card,CUST00441,40,Male,Habib
TRX003415,2024-07-05,11:02:01,Friday,July,Chain,1,Silver,20.54,17.46,52.37,3.24,49.14,181.443299,Card,CUST00491,53,Male,Olivia
TRX003416,2024-07-05,11:24:55,Friday,July,Bracelet,1,Silver,11.70,9.94,29.83,1.73,28.10,182.696177,Card,CUST00264,59,Non-binary,Olivia
TRX003417,2024-07-07,15:07:41,Sunday,July,Chain,1,Silver,25.09,21.33,63.98,3.20,60.78,184.950774,Card,CUST00005,45,Non-binary,Olivia
TRX003418,2024-07-07,17:26:16,Sunday,July,Necklace,1,"22kt Gold",5.76,387.92,581.89,27.18,554.71,42.995979,Cash,CUST00011,47,Female,Joseph
TRX003419,2024-07-07,17:51:53,Sunday,July,Bracelet,1,Silver,23.09,19.63,58.88,1.06,57.83,194.600102,Cash,CUST00499,49,"Prefer not to say",Olivia
TRX003420,2024-07-07,19:58:30,Sunday,July,Chain,1,Silver,10.22,8.69,26.06,1.13,24.94,186.996548,Cash,CUST00110,18,Female,Habib
TRX003421,2024-07-07,18:59:42,Sunday,July,Ring,1,Silver,1.12,0.95,2.86,0.04,2.81,195.789474,Card,CUST00468,26,Male,Habib
TRX003422,2024-07-07,16:27:37,Sunday,July,Earrings,1,Silver,2.43,2.06,6.19,0.26,5.93,187.864078,Card,CUST00323,46,"Prefer not to say",Chilli
TRX003423,2024-07-07,09:10:03,Sunday,July,Earrings,1,Silver,2.33,1.98,5.94,0.32,5.62,183.838384,Card,CUST00253,43,Male,Chilli
TRX003424,2024-07-07,13:03:57,Sunday,July,Chain,1,Silver,19.13,16.26,48.79,3.68,45.11,177.429274,Cash,CUST00483,53,Female,Joseph
TRX003425,2024-07-07,16:06:38,Sunday,July,Earrings,3,Silver,2.33,1.98,5.94,0.33,16.83,750.000000,Card,CUST00404,37,Female,Chilli
TRX003426,2024-07-07,12:14:52,Sunday,July,Bracelet,1,Silver,5.86,4.98,14.94,0.95,14.00,181.124498,Cash,CUST00492,44,"Prefer not to say",Olivia
TRX003427,2024-07-07,12:31:43,Sunday,July,Pendant,1,Silver,11.87,10.09,30.27,1.53,28.74,184.836472,Card,CUST00093,53,Male,Chilli
TRX003428,2024-07-07,15:19:47,Sunday,July,Pendant,1,Silver,9.93,8.44,25.31,1.71,23.60,179.620853,Cash,CUST00176,48,Non-binary,Habib
TRX003429,2024-07-07,11:14:21,Sunday,July,Chain,1,Silver,16.99,14.44,43.33,1.77,41.55,187.742382,Card,CUST00055,39,Non-binary,Habib
TRX003430,2024-07-07,11:11:13,Sunday,July,Ring,3,Silver,2.59,2.21,6.62,0.27,19.04,761.538462,Cash,CUST00482,48,Male,Joseph
TRX003431,2024-07-07,11:38:13,Sunday,July,Necklace,1,Silver,10.28,8.73,26.20,1.81,24.39,179.381443,Cash,CUST00328,49,Male,Habib
TRX003432,2024-07-07,13:23:21,Sunday,July,Ring,3,Silver,2.59,2.20,6.60,0.28,18.96,761.818182,Cash,CUST00033,50,Female,Habib
TRX003433,2024-07-07,18:28:44,Sunday,July,Pendant,1,Silver,11.03,9.38,28.13,1.80,26.33,180.703625,Cash,CUST00091,18,Non-binary,Habib
TRX003434,2024-07-07,13:53:53,Sunday,July,Necklace,1,Silver,4.17,3.54,10.63,0.40,10.23,188.983051,Card,CUST00079,41,Female,Chilli
TRX003435,2024-07-08,19:45:59,Monday,July,Chain,1,Silver,26.10,22.19,66.56,1.82,64.75,191.798107,Cash,CUST00368,69,Male,Olivia
TRX003436,2024-07-08,17:50:12,Monday,July,Ring,1,Silver,3.42,2.91,8.72,0.54,8.18,181.099656,Card,CUST00170,28,Male,Habib
TRX003437,2024-07-08,14:08:31,Monday,July,Pendant,1,Silver,3.27,2.78,8.33,0.31,8.02,188.489209,Card,CUST00120,42,Female,Habib
TRX003438,2024-07-08,14:49:19,Monday,July,Earrings,1,Silver,1.31,1.12,3.35,0.12,3.23,188.392857,Card,CUST00451,44,"Prefer not to say",Chilli
TRX003439,2024-07-08,16:41:46,Monday,July,Ring,1,Silver,2.72,2.31,6.93,0.44,6.49,180.952381,Card,CUST00148,34,Male,Olivia
TRX003440,2024-07-08,15:08:39,Monday,July,Chain,1,Silver,14.92,12.68,38.05,2.87,35.18,177.444795,Card,CUST00078,41,Female,Joseph
TRX003441,2024-07-08,16:48:07,Monday,July,Earrings,2,Silver,2.00,1.70,5.09,0.12,9.94,484.705882,Cash,CUST00324,48,"Prefer not to say",Habib
TRX003442,2024-07-08,18:08:10,Monday,July,Necklace,1,Silver,13.62,11.58,34.73,0.76,33.97,193.350604,Card,CUST00232,29,"Prefer not to say",Habib
TRX003443,2024-07-08,13:38:28,Monday,July,Bracelet,1,Silver,22.63,19.23,57.70,1.74,55.97,191.055642,Cash,CUST00267,57,Female,Habib
TRX003444,2024-07-08,17:37:50,Monday,July,Bracelet,1,Silver,26.49,22.52,67.55,1.51,66.04,193.250444,Card,CUST00176,48,Non-binary,Habib
TRX003445,2024-07-08,19:59:39,Monday,July,Necklace,1,"24kt Gold",3.37,247.69,371.54,26.29,345.24,39.383907,Card,CUST00220,41,Non-binary,Habib
TRX003446,2024-07-08,12:55:02,Monday,July,Pendant,1,Silver,10.58,8.99,26.97,0.73,26.24,191.879867,Cash,CUST00047,35,Male,Joseph
TRX003447,2024-07-08,13:15:24,Monday,July,Bracelet,1,Silver,13.43,11.42,34.26,1.32,32.93,188.353765,Cash,CUST00338,46,Female,Olivia
TRX003448,2024-07-08,10:37:24,Monday,July,Bracelet,1,Silver,19.45,16.53,49.59,2.33,47.26,185.904416,Card,CUST00214,32,Male,Olivia
TRX003449,2024-07-08,11:38:41,Monday,July,Ring,1,Silver,2.42,2.06,6.17,0.23,5.95,188.834951,Card,CUST00320,56,Non-binary,Joseph
TRX003450,2024-07-08,11:08:22,Monday,July,Chain,1,Silver,15.90,13.52,40.55,2.02,38.53,184.985207,Cash,CUST00138,38,Female,Chilli
TRX003451,2024-07-08,13:51:03,Monday,July,Chain,1,Silver,25.67,21.82,65.46,3.44,62.03,184.280477,Card,CUST00090,42,"Prefer not to say",Chilli
TRX003452,2024-07-08,10:40:56,Monday,July,Earrings,1,Silver,2.13,1.81,5.44,0.25,5.19,186.740331,Cash,CUST00272,23,Male,Chilli
TRX003453,2024-07-08,12:46:59,Monday,July,Earrings,1,Silver,2.77,2.36,7.07,0.38,6.69,183.474576,Cash,CUST00496,38,"Prefer not to say",Joseph
TRX003454,2024-07-08,19:56:48,Monday,July,Ring,3,Silver,4.84,4.12,12.35,0.41,35.82,769.417476,Card,CUST00266,31,Female,Olivia
TRX003455,2024-07-08,10:36:23,Monday,July,Ring,1,Silver,1.74,1.48,4.43,0.28,4.15,180.405405,Card,CUST00063,30,Non-binary,Joseph
TRX003456,2024-07-08,10:45:29,Monday,July,Ring,3,Silver,3.61,3.07,9.20,0.39,26.45,761.563518,Cash,CUST00261,35,Female,Chilli
TRX003457,2024-07-09,10:17:46,Tuesday,July,Necklace,1,Silver,8.03,6.82,20.47,0.98,19.49,185.777126,Card,CUST00097,47,Female,Chilli
TRX003458,2024-07-09,11:14:05,Tuesday,July,Pendant,1,Silver,2.90,2.47,7.40,0.36,7.04,185.020243,Card,CUST00424,42,Male,Chilli
TRX003459,2024-07-09,10:09:45,Tuesday,July,Bracelet,1,Silver,5.86,4.98,14.93,0.98,13.95,180.120482,Cash,CUST00090,42,"Prefer not to say",Joseph
TRX003460,2024-07-09,09:39:20,Tuesday,July,Necklace,2,Silver,6.03,5.12,15.37,0.29,30.16,489.062500,Cash,CUST00254,51,Non-binary,Habib
TRX003461,2024-07-09,12:35:25,Tuesday,July,Chain,1,"14kt Gold",23.29,999.14,1498.71,67.80,1430.91,43.214164,Cash,CUST00369,33,Male,Chilli
TRX003462,2024-07-09,18:14:23,Tuesday,July,Ring,1,Silver,4.45,3.78,11.35,0.63,10.72,183.597884,Card,CUST00292,33,Non-binary,Chilli
TRX003463,2024-07-09,15:46:40,Tuesday,July,Chain,1,Silver,20.67,17.57,52.71,2.39,50.32,186.397268,Cash,CUST00322,33,Male,Joseph
TRX003464,2024-07-09,16:08:38,Tuesday,July,Earrings,1,Silver,2.12,1.80,5.41,0.12,5.28,193.333333,Cash,CUST00066,34,Female,Joseph
TRX003465,2024-07-09,10:47:17,Tuesday,July,Earrings,1,Silver,2.42,2.06,6.17,0.39,5.78,180.582524,Card,CUST00156,43,"Prefer not to say",Joseph
TRX003466,2024-07-09,17:18:43,Tuesday,July,Ring,1,Silver,4.43,3.77,11.30,0.40,10.89,188.859416,Card,CUST00129,47,Male,Olivia
TRX003467,2024-07-09,17:54:42,Tuesday,July,Necklace,1,Silver,14.48,12.30,36.91,1.99,34.93,183.983740,Cash,CUST00110,18,Female,Chilli
TRX003468,2024-07-09,13:32:24,Tuesday,July,Earrings,2,Silver,2.48,2.11,6.32,0.33,11.98,467.772512,Cash,CUST00109,36,Male,Chilli
TRX003469,2024-07-09,14:59:56,Tuesday,July,Earrings,1,Silver,2.67,2.27,6.81,0.47,6.34,179.295154,Cash,CUST00022,25,Non-binary,Habib
TRX003470,2024-07-09,09:02:52,Tuesday,July,Pendant,1,Silver,2.78,2.36,7.09,0.38,6.70,183.898305,Card,CUST00047,35,Male,Joseph
TRX003471,2024-07-09,12:38:08,Tuesday,July,Ring,1,Silver,4.67,3.97,11.92,0.63,11.29,184.382872,Card,CUST00221,29,Non-binary,Joseph
TRX003472,2024-07-09,12:00:43,Tuesday,July,Chain,1,Silver,11.91,10.13,30.38,1.18,29.20,188.252715,Card,CUST00140,69,Female,Chilli
TRX003473,2024-07-09,12:34:46,Tuesday,July,Chain,1,Silver,29.79,25.33,75.98,2.22,73.76,191.196210,Card,CUST00125,38,Female,Joseph
TRX003474,2024-07-09,12:05:06,Tuesday,July,Necklace,1,Silver,5.64,4.80,14.39,0.58,13.81,187.708333,Cash,CUST00106,43,Non-binary,Olivia
TRX003475,2024-07-09,18:04:50,Tuesday,July,Ring,1,Silver,6.31,5.36,16.09,0.77,15.33,186.007463,Cash,CUST00122,41,"Prefer not to say",Olivia
TRX003476,2024-07-09,09:54:17,Tuesday,July,Pendant,1,Silver,4.82,4.10,12.30,0.54,11.77,187.073171,Cash,CUST00425,39,"Prefer not to say",Chilli
TRX003477,2024-07-09,16:24:26,Tuesday,July,Bracelet,1,Silver,22.94,19.50,58.50,2.83,55.68,185.538462,Card,CUST00180,35,Male,Joseph
TRX003478,2024-07-09,11:45:50,Tuesday,July,Ring,1,Silver,4.56,3.88,11.63,0.74,10.89,180.670103,Card,CUST00439,34,"Prefer not to say",Olivia
TRX003479,2024-07-09,15:24:01,Tuesday,July,Ring,1,Silver,6.84,5.82,17.45,1.23,16.22,178.694158,Card,CUST00221,29,Non-binary,Habib
TRX003480,2024-07-09,10:22:20,Tuesday,July,Chain,1,Silver,13.16,11.18,33.55,1.86,31.69,183.452594,Cash,CUST00395,30,"Prefer not to say",Chilli
TRX003481,2024-07-09,13:55:13,Tuesday,July,Necklace,1,Silver,11.61,9.87,29.60,1.22,28.38,187.537994,Cash,CUST00186,25,Female,Olivia
TRX003482,2024-07-09,09:45:10,Tuesday,July,Earrings,1,Silver,2.40,2.04,6.13,0.14,6.00,194.117647,Cash,CUST00446,43,Female,Olivia
TRX003483,2024-07-09,10:13:09,Tuesday,July,Bracelet,1,Silver,23.11,19.64,58.92,3.05,55.87,184.470468,Card,CUST00027,63,Male,Chilli
TRX003484,2024-07-09,13:23:15,Tuesday,July,Pendant,1,Silver,7.54,6.40,19.21,0.97,18.25,185.156250,Card,CUST00332,43,Male,Habib
TRX003485,2024-07-09,10:13:23,Tuesday,July,Earrings,1,Silver,2.84,2.42,7.25,0.34,6.90,185.123967,Cash,CUST00229,41,Female,Habib
TRX003486,2024-07-09,09:58:29,Tuesday,July,Bracelet,1,Silver,5.19,4.41,13.22,0.49,12.74,188.888889,Card,CUST00081,41,Female,Habib
TRX003487,2024-07-10,14:40:19,Wednesday,July,Pendant,1,Silver,4.82,4.09,12.28,0.70,11.58,183.129584,Card,CUST00104,18,Female,Habib
TRX003488,2024-07-10,14:20:08,Wednesday,July,Chain,1,Silver,23.36,19.85,59.56,1.94,57.63,190.327456,Card,CUST00246,27,"Prefer not to say",Olivia
TRX003489,2024-07-10,19:02:12,Wednesday,July,Ring,1,"14kt Gold",1.70,72.81,109.22,7.47,101.75,39.747287,Cash,CUST00326,41,Non-binary,Joseph
TRX003490,2024-07-10,12:17:47,Wednesday,July,Ring,1,Silver,1.76,1.50,4.49,0.23,4.25,183.333333,Card,CUST00391,23,"Prefer not to say",Chilli
TRX003491,2024-07-10,10:13:51,Wednesday,July,Chain,3,Silver,16.94,14.40,43.21,2.85,121.08,740.833333,Cash,CUST00305,38,"Prefer not to say",Joseph
TRX003492,2024-07-10,14:35:20,Wednesday,July,Pendant,1,Silver,2.68,2.28,6.83,0.43,6.40,180.701754,Card,CUST00117,47,"Prefer not to say",Habib
TRX003493,2024-07-10,15:10:22,Wednesday,July,Bracelet,2,Silver,17.65,15.00,45.00,2.47,85.07,467.133333,Cash,CUST00393,24,Male,Habib
TRX003494,2024-07-10,11:24:01,Wednesday,July,Bracelet,1,Silver,26.68,22.68,68.04,4.10,63.94,181.922399,Card,CUST00030,46,Non-binary,Olivia
TRX003495,2024-07-10,12:14:40,Wednesday,July,Ring,1,Silver,2.81,2.39,7.17,0.37,6.80,184.518828,Card,CUST00068,53,Non-binary,Olivia
TRX003496,2024-07-10,09:22:33,Wednesday,July,Bracelet,1,Silver,26.54,22.56,67.69,3.31,64.38,185.372340,Cash,CUST00068,53,Non-binary,Chilli
TRX003497,2024-07-10,16:11:45,Wednesday,July,Pendant,2,Silver,2.99,2.54,7.62,0.27,14.71,479.133858,Card,CUST00417,40,Non-binary,Joseph
TRX003498,2024-07-10,12:52:26,Wednesday,July,Bracelet,1,Silver,9.15,7.78,23.33,0.52,22.81,193.187661,Card,CUST00325,53,Male,Chilli
